customerID,gender,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6372-RFVNS,Female,Electronic check,78.8,78.8,Yes
2139-FQHLM,Male,Mailed check,89.95,1682.4,No
8261-GWDBQ,Female,Bank transfer (automatic),116.05,6925.9,No
1093-YSWCA,Male,Credit card (automatic),19.55,223.15,No
8938-UMKPI,Female,Electronic check,106.4,5127.95,Yes
0991-BRRFB,Male,Electronic check,49.4,874.8,Yes
3882-IYOIJ,Female,Credit card (automatic),115.25,6758.45,No
8749-TZYEC,Male,Credit card (automatic),24.8,1874.3,No
1755-FZQEC,Male,Mailed check,19.9,791.15,No
3115-JPJDD,Female,Credit card (automatic),81.25,4639.45,No
5600-KTXFM,Male,Mailed check,69.95,143.9,No
3871-IKPYH,Male,Electronic check,69.1,69.1,Yes
6319-IEJWJ,Male,Electronic check,90.2,1776.55,Yes
9025-AOMKI,Female,Bank transfer (automatic),93.55,536.4,Yes
6339-TBELP,Male,Credit card (automatic),86.4,6172,No
7964-YESJC,Female,Mailed check,66.3,1559.45,No
6173-GOLSU,Male,Credit card (automatic),94.65,6079,No
5275-SQEIZ,Male,Mailed check,80.85,80.85,Yes
7716-YTYHG,Female,Mailed check,82.05,4029.95,Yes
9938-ZREHM,Female,Mailed check,72.1,2658.4,No
7950-XWOVN,Male,Mailed check,34.7,383.55,No
4390-KYULV,Male,Credit card (automatic),20.55,51.15,Yes
4647-MUZON,Female,Credit card (automatic),95.95,1745.5,No
9702-AIUJO,Male,Bank transfer (automatic),44.8,2230.85,No
8849-PRIQJ,Female,Electronic check,109.4,7281.6,No
8851-RAGOV,Female,Mailed check,71.05,1837.7,No
1304-NECVQ,Female,Electronic check,78.55,149.55,Yes
5396-IZEPB,Male,Credit card (automatic),19.7,180.7,No
1729-VLAZJ,Female,Mailed check,40.25,411.45,No
8285-ABVLB,Female,Credit card (automatic),19.85,1328.35,No
0701-TJSEF,Male,Bank transfer (automatic),68.25,576.95,No
5712-VBOXD,Female,Credit card (automatic),20.15,68.45,No
6629-LADHQ,Female,Mailed check,50.95,123.05,No
8945-GRKHX,Female,Electronic check,78.65,78.65,Yes
1559-DTODC,Male,Bank transfer (automatic),25.15,468.35,No
4797-MIWUM,Male,Bank transfer (automatic),20.25,174.7,No
6959-UWKHF,Male,Electronic check,42.9,42.9,Yes
8720-RQSBJ,Male,Electronic check,44.0,44,No
4537-CIBHB,Female,Mailed check,20.25,172.35,No
3815-SLMEF,Female,Mailed check,34.25,139.35,Yes
5154-VEKBL,Female,Mailed check,58.5,539.85,Yes
4324-AHJKS,Female,Credit card (automatic),55.8,300.4,No
4355-CVPVS,Female,Bank transfer (automatic),88.9,4968,No
4495-LHSSK,Female,Mailed check,57.65,992.7,No
5655-JSMZM,Male,Electronic check,96.2,4718.25,Yes
5915-ANOEI,Male,Mailed check,79.15,5536.5,No
9861-PDSZP,Female,Credit card (automatic),108.05,7806.6,No
4505-EXZHB,Female,Electronic check,74.4,434.1,Yes
7225-CBZPL,Male,Electronic check,94.8,1563.9,No
6704-UTUKK,Male,Electronic check,45.9,1332.4,No
4587-VVTOX,Female,Electronic check,105.3,545.2,Yes
2019-HDCZY,Male,Electronic check,102.6,6296.75,No
4652-NNHNY,Male,Bank transfer (automatic),73.85,1284.2,Yes
8788-DOXSU,Male,Bank transfer (automatic),61.35,3645.5,No
7404-JLKQG,Female,Electronic check,57.55,161.45,No
7421-ZLUPA,Female,Mailed check,29.25,226.95,No
8972-HJWNV,Female,Electronic check,84.55,646.85,Yes
3274-NSDWE,Female,Credit card (automatic),19.6,1441.65,No
2632-IVXVF,Female,Credit card (automatic),111.75,7511.3,No
3692-JHONH,Female,Electronic check,106.5,5621.85,No
8915-NNTRC,Male,Credit card (automatic),107.7,7919.8,No
5914-GXMDA,Female,Mailed check,19.3,593.2,No
7463-IFMQU,Female,Bank transfer (automatic),20.05,1423.65,No
2920-RNCEZ,Male,Credit card (automatic),69.95,69.95,No
2541-YGPKE,Male,Credit card (automatic),63.7,2763.35,No
8515-OCTJS,Female,Credit card (automatic),24.75,692.1,Yes
5382-TEMLV,Male,Bank transfer (automatic),50.9,2298.55,No
3441-CGZJH,Female,Credit card (automatic),60.4,2640.55,No
9592-ERDKV,Male,Mailed check,79.25,2911.8,No
2860-RANUS,Female,Credit card (automatic),85.8,1727.5,Yes
5261-QSHQM,Female,Electronic check,24.45,86.6,Yes
4778-IZARL,Male,Credit card (automatic),110.1,6705.7,No
0432-CAJZV,Male,Mailed check,90.7,237.65,No
7008-LZVOZ,Male,Credit card (automatic),25.3,1672.35,No
8868-WOZGU,Male,Electronic check,105.7,2979.5,Yes
1200-TUZHR,Female,Electronic check,85.2,695.75,No
9365-CSLBQ,Male,Mailed check,24.35,1654.6,No
1334-FJSVR,Male,Electronic check,24.25,24.25,Yes
5884-FBCTL,Female,Bank transfer (automatic),25.1,1857.85,No
7130-CTCUS,Male,Bank transfer (automatic),54.55,825.1,No
6242-FEGFD,Male,Mailed check,96.6,6424.25,No
7625-XCQRH,Female,Electronic check,76.5,837.95,Yes
6194-HBGQN,Male,Credit card (automatic),81.15,4126.2,No
7634-WSWDB,Female,Electronic check,38.5,330.8,No
6986-IXNDM,Male,Electronic check,92.9,1337.45,No
1731-TVIUK,Female,Electronic check,93.5,362.2,Yes
2987-BJXIK,Female,Mailed check,84.7,5991.05,No
9769-TSBZE,Female,Electronic check,66.0,4891.5,No
0406-BPDVR,Female,Credit card (automatic),101.5,5373.1,Yes
0618-XWMSS,Male,Bank transfer (automatic),74.9,2068.55,Yes
1395-WSWXR,Male,Mailed check,20.75,487.05,No
6023-GSSXW,Female,Credit card (automatic),61.45,4131.2,No
6752-APNJL,Male,Mailed check,54.5,2301.15,No
5276-KQWHG,Female,Electronic check,69.6,131.65,Yes
0420-HLGXF,Female,Electronic check,99.75,4036,No
7446-KQISO,Male,Bank transfer (automatic),109.75,4900.65,No
9823-EALYC,Male,Bank transfer (automatic),80.85,5727.45,No
0582-AVCLN,Female,Mailed check,20.3,743.05,No
5803-NQJZO,Male,Bank transfer (automatic),67.8,4804.65,No
2565-JSLRY,Male,Mailed check,24.05,24.05,Yes
2607-DHDAK,Male,Credit card (automatic),19.8,1414.65,No
1073-XXCZD,Male,Bank transfer (automatic),25.7,1443.65,No
0743-HRVFF,Female,Electronic check,56.15,2898.95,No
4006-HKYHO,Male,Bank transfer (automatic),86.7,5309.5,No
3727-JEZTU,Female,Mailed check,20.4,20.4,No
8143-ETQTI,Female,Mailed check,19.65,451.55,No
6689-KXGBO,Female,Electronic check,50.55,50.55,Yes
9667-TKTVZ,Female,Mailed check,54.35,117.05,No
3657-COGMW,Female,Credit card (automatic),108.1,5839.3,No
8570-KLJYJ,Female,Mailed check,54.45,1893.5,No
7754-IXRMC,Female,Mailed check,45.35,45.35,No
9473-CBZOP,Female,Mailed check,59.0,1654.45,No
2969-WGHQO,Female,Electronic check,69.45,477.05,No
6615-NGGZJ,Male,Electronic check,100.55,1415.55,Yes
4334-HOWRP,Male,Credit card (automatic),64.95,4546,No
4255-DDUOU,Female,Mailed check,20.5,20.5,Yes
5863-OOKCL,Female,Mailed check,18.85,163.2,No
1686-STUHN,Male,Bank transfer (automatic),19.8,849.9,No
1329-VHWNP,Female,Bank transfer (automatic),25.05,189.95,No
2984-MIIZL,Male,Bank transfer (automatic),74.8,321.9,Yes
0266-GMEAO,Male,Credit card (automatic),114.3,8058.55,No
5590-YRFJT,Female,Electronic check,24.45,482.8,Yes
5574-NXZIU,Male,Credit card (automatic),109.2,7049.75,No
0019-GFNTW,Female,Bank transfer (automatic),45.05,2560.1,No
4256-ZWTZI,Female,Mailed check,51.0,286.8,No
8309-PPCED,Female,Bank transfer (automatic),110.45,7982.5,No
4098-NAUKP,Male,Electronic check,84.65,5683.6,No
5196-WPYOW,Male,Mailed check,60.05,3994.05,No
4608-LCIMN,Male,Bank transfer (automatic),44.65,369.15,No
1485-YDHMM,Male,Bank transfer (automatic),93.25,4631.7,No
4054-CUMIA,Female,Mailed check,20.25,401.95,No
0603-TPMIB,Female,Mailed check,25.45,1534.05,No
2525-GVKQU,Female,Mailed check,20.6,1093,No
8161-QYMTT,Male,Electronic check,94.1,701.3,No
9581-GVBXT,Male,Mailed check,34.8,1980.3,No
5862-BRIXZ,Male,Bank transfer (automatic),60.75,2893.4,No
5404-GGUKR,Male,Electronic check,51.35,262.3,No
3308-JSGML,Male,Credit card (automatic),64.05,3886.85,No
2126-GSEGL,Female,Bank transfer (automatic),84.8,5917.55,No
3677-TNKIO,Female,Credit card (automatic),71.0,914,Yes
0440-QEXBZ,Female,Mailed check,50.15,2139.1,No
2434-EEVDB,Female,Credit card (automatic),94.6,5948.7,No
6762-QVYJO,Female,Mailed check,59.75,3624.35,No
6199-IWKGC,Female,Electronic check,100.25,4753.85,No
2675-DHUTR,Male,Electronic check,98.9,5780.7,No
8152-VETUR,Female,Credit card (automatic),97.7,6869.7,No
9667-EQRXU,Female,Electronic check,40.3,1172.95,Yes
7446-YPODE,Male,Bank transfer (automatic),60.25,662.95,No
9522-BNTHX,Female,Electronic check,56.25,1765.95,No
4676-WLUHT,Male,Bank transfer (automatic),46.2,2431.95,No
3329-WDIOK,Female,Electronic check,50.6,155.35,Yes
7980-MHFLQ,Female,Mailed check,24.9,1859.2,No
2873-ZLIWT,Female,Electronic check,84.85,3303.05,Yes
3415-TAILE,Female,Mailed check,65.7,134.35,Yes
0757-WCUUZ,Male,Credit card (automatic),63.35,3409.1,No
1629-DQQVB,Female,Bank transfer (automatic),50.1,709.5,No
1915-IOFGU,Female,Electronic check,70.5,70.5,Yes
3045-XETSH,Female,Electronic check,94.85,953.45,Yes
0374-AACSZ,Female,Electronic check,50.15,50.15,No
7239-HZZCX,Male,Mailed check,19.75,19.75,Yes
4872-VXRIL,Male,Bank transfer (automatic),64.65,3665.55,No
9140-CZQZZ,Female,Bank transfer (automatic),79.6,5515.8,No
3423-HHXAO,Female,Mailed check,19.5,272,No
9938-TKDGL,Male,Electronic check,99.55,6668,No
0531-ZZJWQ,Male,Electronic check,74.0,4052.4,No
6537-QLGEX,Female,Electronic check,38.9,664.4,No
2688-BHGOG,Male,Electronic check,79.55,718.55,No
7683-CBDKJ,Male,Electronic check,65.45,937.6,Yes
0946-CLJTI,Male,Electronic check,98.7,5812.6,Yes
3160-TYXLT,Male,Bank transfer (automatic),46.3,2546.85,No
1325-USMEC,Male,Credit card (automatic),99.35,6944.5,No
0916-QOFDP,Female,Electronic check,95.8,1346.3,No
0628-CNQRM,Male,Bank transfer (automatic),67.5,1544.05,Yes
5606-AMZBO,Female,Credit card (automatic),78.15,765.15,No
6199-IPCAO,Female,Mailed check,26.1,692.55,No
7665-TOALD,Female,Electronic check,69.6,69.6,Yes
0112-QWPNC,Male,Electronic check,84.35,4059.35,Yes
0324-BRPCJ,Female,Electronic check,100.2,6851.65,Yes
2777-PHDEI,Female,Electronic check,78.05,78.05,Yes
5640-CAXOA,Female,Credit card (automatic),40.35,1187.05,No
2235-EZAIK,Female,Credit card (automatic),79.2,5401.9,No
3847-BAERP,Female,Mailed check,20.9,247,No
1196-AMORA,Male,Electronic check,73.6,520,Yes
4282-YMKNA,Female,Electronic check,74.75,706.6,Yes
1453-RZFON,Female,Mailed check,49.9,49.9,No
8263-OKETD,Female,Credit card (automatic),68.9,1370.35,No
0670-KDOMA,Female,Mailed check,20.25,20.25,No
2476-YGEFM,Female,Credit card (automatic),76.0,2215.25,No
8687-BAFGU,Male,Electronic check,74.0,74,No
0641-EVBOJ,Male,Mailed check,82.3,214.4,No
0829-XXPLX,Female,Bank transfer (automatic),89.4,1871.15,No
9974-JFBHQ,Male,Credit card (automatic),99.15,6171.2,No
5356-RHIPP,Male,Mailed check,20.2,20.2,Yes
6624-JDRDS,Female,Bank transfer (automatic),29.45,161.45,No
0608-JDVEC,Male,Electronic check,19.8,1013.2,No
9780-FKVVF,Male,Bank transfer (automatic),59.15,336.7,No
1919-RTPQD,Male,Electronic check,44.75,333.65,No
5214-NLTIT,Male,Credit card (automatic),90.8,6511.8,No
3345-PBBFH,Male,Bank transfer (automatic),49.55,393.45,No
5055-BRMNE,Female,Credit card (automatic),106.7,7009.5,No
9189-JWSHV,Female,Electronic check,93.55,2264.05,Yes
2190-PHBHR,Female,Credit card (automatic),94.45,6921.7,No
2650-GYRYL,Male,Bank transfer (automatic),19.45,600.25,No
0746-JTRFU,Male,Electronic check,25.05,56.35,Yes
5208-FVQKB,Male,Mailed check,67.95,4664.15,No
7184-LRUUR,Female,Bank transfer (automatic),65.25,1441.8,No
6627-CFOSN,Female,Bank transfer (automatic),99.45,5623.7,No
3982-JGSFD,Male,Credit card (automatic),20.35,695.85,No
1574-DYCWE,Female,Mailed check,19.95,1028.75,No
7247-XOZPB,Male,Bank transfer (automatic),77.4,4155.95,No
2466-FCCPT,Female,Bank transfer (automatic),19.7,395.6,No
6211-WWLTF,Male,Credit card (automatic),99.7,6330.4,No
4826-TZEVA,Female,Credit card (automatic),74.8,2971.7,No
6016-NXBNJ,Male,Mailed check,19.15,638,No
9138-EFSMO,Male,Bank transfer (automatic),78.95,2034.25,No
0576-WNXXC,Male,Electronic check,95.55,2510.2,Yes
4632-XJMEX,Male,Credit card (automatic),62.85,3419.5,No
8910-LEDAG,Male,Credit card (automatic),71.55,2427.35,No
3452-GWUIN,Female,Electronic check,94.95,1760.25,No
2716-GFZOR,Male,Credit card (automatic),86.1,3551.65,No
3724-UCSHY,Male,Mailed check,19.55,122.9,No
8626-XHBIE,Male,Mailed check,24.8,1424.2,No
4628-CTTLA,Male,Electronic check,39.3,2111.45,Yes
3192-LNKRK,Male,Mailed check,84.05,2909.95,No
4439-YRNVD,Female,Electronic check,36.25,374,No
2876-VBBBL,Female,Mailed check,20.25,20.25,Yes
6834-NXDCA,Female,Electronic check,23.9,300.8,Yes
2208-UGTGR,Male,Electronic check,98.6,5581.05,No
3005-TYFRD,Female,Credit card (automatic),103.65,5676.65,No
8670-MEFCP,Female,Credit card (automatic),92.9,3379.25,No
3079-BCHLN,Male,Bank transfer (automatic),19.9,942.95,No
7777-UNYHB,Female,Credit card (automatic),20.1,232.4,No
5597-GLBUC,Female,Electronic check,85.45,85.45,Yes
7278-CKDNC,Male,Electronic check,80.5,2088.45,No
2748-MYRVK,Female,Bank transfer (automatic),99.9,6137,Yes
8450-UYIBU,Female,Electronic check,39.85,1434.6,No
2969-VAPYH,Female,Credit card (automatic),60.5,3870,No
4822-YCXMX,Male,Electronic check,84.8,2043.45,Yes
7181-OQCUT,Male,Mailed check,103.85,2215,No
8474-UMLNT,Female,Bank transfer (automatic),67.8,842.25,No
9821-POOTN,Male,Electronic check,75.2,2576.2,Yes
3836-FZSDJ,Male,Bank transfer (automatic),24.85,1901,No
9142-XMYJH,Female,Credit card (automatic),19.35,601.6,No
6559-ILWKJ,Male,Electronic check,49.35,3515.25,Yes
0187-QSXOE,Male,Electronic check,89.0,605.45,No
7733-UDMTP,Female,Electronic check,55.0,3094.05,No
2649-HWLYB,Male,Bank transfer (automatic),76.15,4929.55,No
5214-CHIWJ,Male,Mailed check,20.3,595.05,No
4229-CZMLL,Male,Electronic check,74.9,469.8,Yes
6904-JLBGY,Female,Credit card (automatic),117.35,8436.25,No
2465-BLLEU,Male,Mailed check,19.75,19.75,No
1685-VAYJF,Male,Credit card (automatic),45.2,492,No
8874-EJNSR,Male,Mailed check,25.2,987.95,No
6917-YACBP,Female,Electronic check,89.75,5496.9,No
5049-MUBWG,Male,Bank transfer (automatic),75.0,1908.35,No
4223-WOZCM,Male,Mailed check,49.95,107.1,No
0769-MURVM,Female,Bank transfer (automatic),65.7,4575.35,No
9253-VIFJQ,Male,Credit card (automatic),67.05,4309.55,No
7030-FZTFM,Male,Credit card (automatic),110.9,7922.75,No
9741-YLNTD,Male,Bank transfer (automatic),87.95,522.35,No
5917-RYRMG,Male,Credit card (automatic),19.8,587.7,No
5120-ZBLAI,Female,Bank transfer (automatic),75.7,3876.2,No
1194-BHJYC,Male,Mailed check,62.15,3778.85,No
3663-MITLP,Female,Electronic check,101.25,1457.25,Yes
0906-QVPMS,Male,Bank transfer (automatic),115.15,8349.45,No
9025-ZRPVR,Male,Mailed check,18.95,185.6,Yes
1905-OEILC,Female,Mailed check,19.5,19.5,No
7858-GTZSP,Female,Electronic check,86.55,1066.9,No
3285-UCQVC,Female,Credit card (automatic),28.6,973.55,Yes
6248-BSHKG,Male,Mailed check,20.4,1226.45,No
4685-TFLLS,Male,Bank transfer (automatic),19.8,342.3,No
3470-BTGQO,Male,Mailed check,45.65,985.05,No
1209-VFFOC,Male,Mailed check,56.4,3948.45,No
8224-DWCKX,Male,Credit card (automatic),73.3,828.05,No
5482-PLVPE,Female,Electronic check,24.35,41.85,Yes
4553-DVPZG,Female,Electronic check,101.35,6164.7,No
4902-OHLSK,Female,Electronic check,98.65,2862.75,Yes
6917-IAYHD,Male,Mailed check,33.6,33.6,No
0495-ZBNGW,Male,Bank transfer (automatic),79.9,343.95,Yes
8620-RJPZN,Female,Electronic check,20.7,20.7,No
7572-KPVKK,Male,Electronic check,104.05,6590.5,No
2642-MAWLJ,Female,Bank transfer (automatic),20.25,717.95,No
2357-COQEK,Female,Electronic check,103.3,2890.65,Yes
7103-ZGVNT,Female,Credit card (automatic),73.7,4885.85,No
3737-GCSPV,Female,Credit card (automatic),96.2,1222.05,Yes
2027-WKXMW,Female,Electronic check,108.75,6871.7,No
7137-NAXML,Male,Bank transfer (automatic),20.15,405.6,No
2428-ZMCTB,Male,Credit card (automatic),19.75,208.25,No
2961-VNFKL,Female,Credit card (automatic),25.95,1801.9,No
1768-HNVGJ,Female,Electronic check,70.05,3062.45,No
6963-KQYQB,Female,Mailed check,24.05,1764.75,No
5934-RMPOV,Female,Electronic check,84.75,1816.75,No
1207-BLKSA,Female,Mailed check,23.05,1255.1,No
4088-YLDSU,Male,Electronic check,104.15,5743.05,Yes
8316-BBQAY,Female,Credit card (automatic),59.95,3921.1,No
1166-PQLGG,Female,Bank transfer (automatic),19.55,1463.45,No
3146-JTQHR,Male,Bank transfer (automatic),19.6,189.45,No
4291-YZODP,Female,Mailed check,20.05,96.8,No
4395-PZMSN,Male,Electronic check,85.55,408.5,No
6427-FEFIG,Female,Credit card (automatic),78.6,1846.65,No
0017-IUDMW,Female,Credit card (automatic),116.8,8456.75,No
8706-HRADD,Male,Mailed check,43.55,1011.5,No
9955-QOPOY,Male,Credit card (automatic),60.8,4263.4,No
4385-ZKVNW,Male,Bank transfer (automatic),54.9,2549.1,No
5446-DKWYW,Female,Electronic check,65.2,3965.05,No
2034-CGRHZ,Male,Credit card (automatic),102.95,2496.7,Yes
5797-APWZC,Female,Electronic check,90.6,90.6,Yes
3683-QKIUE,Female,Bank transfer (automatic),50.8,288.05,Yes
4228-ZGYUW,Male,Electronic check,90.05,368.1,Yes
9031-ZVQPT,Male,Electronic check,108.2,7840.6,No
2990-IAJSV,Male,Bank transfer (automatic),92.0,6632.75,No
8107-KNCIM,Male,Electronic check,75.1,1013.35,No
9027-YFHQJ,Male,Bank transfer (automatic),25.05,152.95,No
5176-LDKUH,Female,Electronic check,75.15,3772.65,No
4644-OBGFZ,Male,Mailed check,19.5,1026.35,No
7926-IJOOU,Male,Credit card (automatic),19.3,19.3,No
6480-YAGIY,Male,Credit card (automatic),112.2,5031.85,No
4029-HPFVY,Male,Mailed check,70.3,220.4,No
7602-DBTOU,Female,Mailed check,19.6,1416.5,No
5345-BMKWB,Male,Mailed check,20.25,158.35,No
3519-ZKXGG,Female,Electronic check,75.85,256.6,Yes
5457-COLHT,Male,Bank transfer (automatic),80.65,5542.55,No
6416-TVAIH,Male,Electronic check,68.5,68.5,Yes
5451-YHYPW,Female,Credit card (automatic),115.75,8443.7,No
5108-ADXWO,Male,Electronic check,73.5,791.75,Yes
7998-WNZEM,Male,Bank transfer (automatic),80.6,5708.2,No
3066-RRJIO,Female,Mailed check,69.95,69.95,Yes
4664-NJCMS,Female,Bank transfer (automatic),59.55,2016.3,No
0307-BCOPK,Female,Mailed check,19.05,326.65,No
7629-WFGLW,Female,Electronic check,95.65,5471.75,No
2542-HYGIQ,Female,Credit card (automatic),19.95,19.95,No
6715-OFDBP,Male,Electronic check,70.05,346.4,Yes
5016-LIPDW,Male,Mailed check,19.4,1061.6,No
6481-LXPWL,Male,Credit card (automatic),36.1,1971.5,No
1567-DSCIC,Male,Electronic check,94.0,773.65,Yes
2150-UWTFY,Female,Mailed check,61.15,1422.05,Yes
6124-ACRHJ,Female,Mailed check,19.75,19.75,No
9362-MWODR,Female,Credit card (automatic),64.1,2460.35,No
9975-GPKZU,Male,Credit card (automatic),19.75,856.5,No
9625-RZFUK,Male,Mailed check,19.7,1275.85,No
5153-LXKDT,Male,Electronic check,110.2,7467.5,No
5161-UBZXI,Male,Credit card (automatic),106.35,7261.75,No
1020-JPQOW,Female,Electronic check,90.55,5116.6,No
7919-ZODZZ,Female,Mailed check,65.9,660.05,No
0565-JUPYD,Male,Credit card (automatic),104.5,6590.8,No
6867-ACCZI,Female,Mailed check,52.5,1208.15,No
5939-XAIXZ,Female,Mailed check,56.1,1033.9,No
9054-FOWNV,Male,Electronic check,88.75,1885.15,No
2683-BPJSO,Male,Electronic check,84.45,2467.1,Yes
2157-MXBJS,Male,Mailed check,75.3,989.45,Yes
8207-VVMYB,Female,Bank transfer (automatic),26.0,2006.95,No
9732-EQMWY,Female,Electronic check,99.4,5025,No
9360-AHGNL,Female,Mailed check,109.55,4830.25,Yes
1087-UDSIH,Female,Mailed check,19.6,59.75,Yes
5269-NRGDP,Male,Electronic check,73.15,3088.25,No
6195-MELTI,Male,Mailed check,54.65,3134.7,No
5485-WUYWF,Male,Bank transfer (automatic),66.4,94.55,Yes
2121-JAFOM,Female,Credit card (automatic),115.55,8312.4,No
8818-DOPVL,Female,Electronic check,104.45,4863.85,No
2632-UCGVD,Male,Credit card (automatic),100.05,6871.9,Yes
5445-PZWGX,Male,Electronic check,102.0,6529.25,Yes
1227-UDMZR,Female,Bank transfer (automatic),91.15,6637.9,No
5198-HQAEN,Male,Electronic check,89.7,3165.6,No
9170-CCKOU,Male,Credit card (automatic),90.2,1454.15,Yes
2167-FQSTQ,Female,Electronic check,92.4,6786.1,No
2819-GWENI,Female,Mailed check,19.9,543,No
1043-YCUTE,Male,Credit card (automatic),25.15,1327.15,Yes
3814-MLAXC,Female,Credit card (automatic),79.85,2404.15,Yes
3572-UUHRS,Male,Bank transfer (automatic),18.85,867.3,No
2692-PFYTJ,Female,Mailed check,25.75,25.75,No
1226-UDFZR,Female,Mailed check,49.6,114.7,Yes
5955-EPOAZ,Female,Mailed check,20.95,109.5,No
6821-JPCDC,Female,Electronic check,97.05,4692.95,No
8815-LMFLX,Male,Bank transfer (automatic),25.4,546.85,No
9135-HSWOC,Male,Bank transfer (automatic),19.7,1274.05,No
8582-KRHPJ,Male,Mailed check,35.0,1782.4,No
5811-IWXYM,Female,Bank transfer (automatic),101.25,5301.1,No
7044-YAACC,Male,Electronic check,70.2,280.35,No
8189-XRIKE,Female,Electronic check,90.95,2897.95,No
1506-YJTYT,Male,Credit card (automatic),73.85,3371,No
4123-DVHPH,Male,Electronic check,88.05,801.3,No
6425-YQLLO,Female,Credit card (automatic),105.95,6975.25,Yes
5442-UTCVD,Male,Electronic check,91.85,257.05,Yes
2228-BZDEE,Female,Mailed check,20.1,1079.45,No
7734-DBOAI,Female,Electronic check,40.1,40.1,Yes
2789-CZANW,Female,Bank transfer (automatic),110.3,6997.3,No
2091-RFFBA,Female,Electronic check,73.9,2217.15,Yes
2114-MGINA,Female,Mailed check,89.8,1129.1,Yes
7596-LDUXP,Female,Credit card (automatic),85.15,979.05,No
3740-RLMVT,Male,Bank transfer (automatic),60.95,4119.4,No
4489-SNOJF,Female,Electronic check,72.25,2568.55,Yes
2192-OZITF,Female,Mailed check,73.55,3349.1,No
5651-CPDND,Male,Mailed check,46.0,492.1,No
2186-QZEYA,Female,Bank transfer (automatic),58.55,1718.95,No
1131-ALZWV,Female,Bank transfer (automatic),24.6,605.25,No
7729-XBTWX,Male,Mailed check,19.75,1344.5,No
9134-WYRVP,Male,Mailed check,86.35,4267.15,No
3284-SVCRO,Female,Mailed check,25.5,1121.05,No
9732-OUYRN,Female,Credit card (automatic),19.0,918.7,No
0559-CKHUS,Female,Mailed check,19.55,521.8,No
2931-SVLTV,Male,Credit card (automatic),110.1,4469.1,No
6899-PPEEA,Female,Electronic check,96.55,3580.3,Yes
7504-UWHNB,Male,Electronic check,69.75,1729.35,No
2582-FFFZR,Female,Electronic check,50.6,1073.3,No
8908-NMQTX,Male,Bank transfer (automatic),65.6,4566.5,No
2187-LZGPL,Female,Credit card (automatic),40.1,293.3,Yes
1431-AIDJQ,Male,Credit card (automatic),82.1,2603.1,No
6288-LBEAR,Female,Mailed check,79.1,1783.75,No
4597-NUCQV,Male,Electronic check,101.25,2440.15,Yes
9019-QVLZD,Female,Electronic check,79.55,79.55,Yes
8413-YNHNV,Male,Mailed check,90.65,6322.1,No
5808-TOTXO,Female,Credit card (automatic),20.55,57.4,No
4369-NYSCF,Male,Bank transfer (automatic),75.75,4284.65,No
6333-YDVLT,Male,Credit card (automatic),110.0,7138.65,No
5324-KTGCG,Male,Electronic check,20.85,1539.75,No
5599-HVLTW,Female,Bank transfer (automatic),80.35,1058.1,No
7394-LWLYN,Female,Electronic check,70.15,123.8,No
3707-LRWZD,Female,Electronic check,84.05,2781.85,Yes
6873-UDNLD,Male,Electronic check,67.45,2731,No
2700-LUEVA,Male,Credit card (automatic),20.75,20.75,No
1455-ESIQH,Male,Electronic check,89.1,89.1,Yes
0958-YHXGP,Female,Mailed check,69.9,497.3,No
1101-SSWAG,Female,Electronic check,51.1,711.15,No
2979-SXESE,Female,Electronic check,94.4,1607.2,Yes
4013-TLDHQ,Male,Electronic check,78.25,1490.95,Yes
5743-KHMNA,Male,Bank transfer (automatic),25.55,1898.1,No
4194-FJARJ,Female,Bank transfer (automatic),60.0,3273.95,No
5325-UWTWJ,Male,Credit card (automatic),90.55,2929.75,No
3969-GYXEL,Female,Electronic check,76.4,838.7,No
9208-OLGAQ,Female,Electronic check,84.95,1443.65,No
3244-CQPHU,Female,Bank transfer (automatic),110.1,7746.7,No
2674-MLXMN,Female,Credit card (automatic),99.65,6951.15,No
9708-HPXWZ,Male,Credit card (automatic),45.4,214.75,No
6992-TKNYO,Male,Credit card (automatic),69.0,2669.45,No
4468-YDOVK,Male,Bank transfer (automatic),48.65,235.2,No
3754-DXMRT,Male,Electronic check,44.15,92.65,Yes
5792-JALQC,Female,Bank transfer (automatic),59.85,3103.25,No
7130-VTEWQ,Female,Electronic check,75.75,606.25,Yes
2200-DSAAL,Female,Electronic check,80.65,5330.2,No
4302-ZYFEL,Male,Credit card (automatic),20.55,1403.1,No
9351-LZYGF,Female,Credit card (automatic),66.4,2727.8,No
4366-CTOUZ,Female,Mailed check,100.2,5038.45,No
6121-VZNQB,Female,Mailed check,19.1,19.1,Yes
7903-CMPEY,Male,Electronic check,80.3,80.3,Yes
1518-OMDIK,Male,Credit card (automatic),44.55,1462.6,No
6671-NGWON,Female,Mailed check,20.35,150.6,No
0595-ITUDF,Male,Electronic check,91.8,5960.5,No
6996-KNSML,Female,Electronic check,74.9,74.9,Yes
1955-IBMMB,Male,Bank transfer (automatic),20.2,1192.3,No
0096-BXERS,Female,Electronic check,50.35,314.55,No
3806-YAZOV,Female,Mailed check,18.8,56,No
7998-ZLXWN,Female,Credit card (automatic),20.45,330.8,No
6253-WRFHY,Male,Electronic check,64.75,877.35,No
9133-AYJZG,Female,Credit card (automatic),98.7,2249.1,No
2675-OTVVJ,Male,Electronic check,89.45,2807.65,No
